x,y,Class
continuous,continuous,discrete
,,class
-0.0726911230393,0.49178780248,class1
0.0966948377849,0.502968393518,class1
0.0612452715444,0.456600036524,class1
0.0966422697739,0.5297633246,class1
0.183324840207,0.544933277909,class1
0.100606063265,0.576449517306,class1
0.0640973262617,0.512529434163,class1
0.104870320581,0.423973153908,class1
0.151180468826,0.462748018775,class1
0.0863335637014,0.492735018307,class1
0.089298857758,0.492772993627,class1
0.112806630909,0.394787061487,class1
0.11168833881,0.507770362159,class1
0.192764886153,0.362762817552,class1
0.129676455524,0.381990267015,class1
0.188164055217,0.458736969864,class1
0.128021466453,0.277361886418,class1
0.18730077119,0.369797389812,class1
0.145946998392,0.256948255577,class1
0.268277810098,0.32995897064,class1
0.243897043641,0.321108186669,class1
0.178228930452,0.346941039863,class1
0.206083306297,0.340958669144,class1
0.172495527343,0.302550652088,class1
0.212231428105,0.255719520284,class1
0.25740510406,0.202222914514,class1
0.242188903643,0.335499152352,class1
0.244487051938,0.222739591005,class1
0.270191830414,0.199833468845,class1
0.302879368991,0.230130743778,class1
0.225862578408,0.250882186062,class1
0.336619012967,0.205446922775,class1
0.26136785994,0.254411831382,class1
0.360302917396,0.250937929629,class1
0.332630399009,0.169705771321,class1
0.389348822934,0.211200114691,class1
0.378724687971,0.204432520557,class1
0.411358673073,0.185298362093,class1
0.416058463698,0.157279564286,class1
0.404001549113,0.161198909158,class1
0.408388507848,0.158804006966,class1
0.455113709549,0.167030774203,class1
0.319552270919,0.207722573404,class1
0.451968187757,0.123243601309,class1
0.478340466941,0.156184103073,class1
0.426625399492,0.161882719313,class1
0.474960420185,0.11839709653,class1
0.491333505463,0.137892975564,class1
0.468284821385,0.131463174711,class1
0.506331597334,0.134769852685,class1
0.511837278722,0.140733286495,class1
0.513340755065,0.156978348441,class1
0.568694921768,0.127476329396,class1
0.518154922995,0.146049254372,class1
0.516240656784,0.13581629263,class1
0.599796452432,0.151639054914,class1
0.575125240319,0.179135335012,class1
0.584999242803,0.222967211279,class1
0.641621373428,0.184463609599,class1
0.645294242805,0.188896417998,class1
0.562303217894,0.152205881255,class1
0.618361260289,0.165027389871,class1
0.56879484145,0.177619024781,class1
0.620031509057,0.160782000776,class1
0.576732421984,0.144945337967,class1
0.679136848406,0.120378744771,class1
0.672958671786,0.0965972391309,class1
0.671573318183,0.115321235899,class1
0.705389839111,0.15986233502,class1
0.641099242893,0.123265793976,class1
0.657190492548,0.219388029021,class1
0.6663768635,0.185581034464,class1
0.767375603858,0.153507663401,class1
0.756055839903,0.127080547226,class1
0.722762735326,0.221753833163,class1
0.742112275517,0.196188626165,class1
0.7393501396,0.164110080611,class1
0.701151021231,0.259680914897,class1
0.689641981638,0.183974927338,class1
0.757711553046,0.249283032642,class1
0.734503426637,0.194451811542,class1
0.761142879871,0.219368381453,class1
0.851939614715,0.182144171016,class1
0.732084201425,0.228015949777,class1
0.748527389208,0.309312524278,class1
0.811117155308,0.286466818637,class1
0.813389451087,0.197708497035,class1
0.81329258871,0.204627507204,class1
0.875563652755,0.310890435032,class1
0.941670545291,0.357876801556,class1
0.854576415859,0.295808846175,class1
0.954929153165,0.342445990066,class1
0.83010184289,0.329406224178,class1
0.92141763749,0.325986116099,class1
0.888677976577,0.354458500429,class1
0.900967495367,0.3961562425,class1
0.880420141104,0.385636338215,class1
0.961222547127,0.498710455896,class1
0.921289146441,0.480308532424,class1
0.921775341762,0.510343376643,class1
0.925332892295,0.448689623306,class1
0.935529254126,0.471222785015,class1
0.98625889478,0.454513492261,class1
0.876576231873,0.522285645488,class1
0.994242903352,0.535265588691,class1
0.92180321136,0.600104426557,class1
0.925435516108,0.581532244685,class1
0.954022875595,0.520944839047,class1
1.0,0.498499064855,class1
0.952079294605,0.531502480322,class1
0.910694790663,0.543977131758,class1
0.901107520953,0.57157224253,class1
0.962691385407,0.505169417783,class1
0.974618003092,0.577505597621,class1
0.900308095344,0.510930718397,class1
0.881249528502,0.568649426168,class1
0.943201971721,0.489406067544,class1
0.924110116141,0.594373402977,class1
0.106891968275,0.548112336585,class1
0.0734326973682,0.533412603624,class1
0.0739982357987,0.504354605041,class1
0.0913558334972,0.537676188387,class1
0.0085132901121,0.596949706299,class1
0.104002552384,0.513436792125,class1
0.00429289911748,0.532665191268,class1
0.0851914207282,0.523035624266,class1
0.0462961817931,0.514184037188,class1
0.0672822823864,0.494624581291,class1
0.117736616449,0.638057018178,class1
0.114330472216,0.589894408173,class1
0.089920627035,0.521242414123,class1
0.0185964644146,0.563452858419,class1
0.0169685355354,0.564945236653,class1
0.0445273072478,0.514115723487,class1
0.118459590114,0.510027389693,class1
0.113318017128,0.541277809927,class1
0.0477771297013,0.494590538378,class1
0.0715713054615,0.461065180494,class1
0.121156180588,0.472713678681,class1
0.112488347193,0.441099797512,class1
0.127581805775,0.368892244604,class1
0.046872135937,0.441244766241,class1
0.0996070110073,0.342363957102,class1
0.121632640368,0.382357972078,class1
0.0514585050019,0.378242816251,class1
0.119260182049,0.403213454843,class1
0.139325968655,0.363773759863,class1
0.135754377255,0.32649182221,class1
0.168203456902,0.231332189068,class1
0.188855879687,0.300419325262,class1
0.223820698153,0.341790322557,class1
0.20397874694,0.34623817439,class1
0.245909730729,0.345774455101,class1
0.21619797808,0.257907901829,class1
0.194026821716,0.295569463046,class1
0.296029467513,0.288076804428,class1
0.186882014933,0.3120047592,class1
0.232193073982,0.279675651483,class1
0.210572235138,0.242482129611,class1
0.30170511158,0.261079990985,class1
0.204029646107,0.225448963873,class1
0.285161199741,0.180792842724,class1
0.29801880808,0.289797269075,class1
0.361509526901,0.18202766677,class1
0.269989524909,0.181972136774,class1
0.344587899859,0.21394078386,class1
0.349133773069,0.228628399824,class1
0.279047798041,0.159800600046,class1
0.278678355654,0.17032385701,class1
0.353934989054,0.248905568742,class1
0.281559137949,0.178276518551,class1
0.293489024712,0.17843368185,class1
0.343052546858,0.167820713372,class1
0.355674727019,0.228671828119,class1
0.370655328645,0.213601507811,class1
0.399139630245,0.117772170697,class1
0.361039794193,0.142616596437,class1
