x,y,Class
continuous,continuous,discrete
,,class
0.17223533833,0.699159321924,class1
0.231986005119,0.833700414277,class1
0.253991778757,0.790994232213,class1
0.19654153947,0.74927809701,class1
0.200702037925,0.795618528076,class1
0.228602339182,0.751015524192,class1
0.195573440471,0.831780051349,class1
0.251683626643,0.819635526248,class1
0.288081969154,0.836152409551,class1
0.213124797979,0.871144338245,class1
0.207161682664,0.758490835645,class1
0.140219713183,0.824790575502,class1
0.232435556629,0.777117364863,class1
0.310409891515,0.854465552137,class1
0.181677280753,0.793386437822,class1
0.271186325472,0.731710855157,class1
0.277436825405,0.828985381558,class1
0.332974028476,0.864410534185,class1
0.258535332622,0.753025519964,class1
0.343599446728,0.815969386917,class1
0.339736066725,0.832418136111,class1
0.293315831362,0.834744873253,class1
0.332974187373,0.781098259487,class1
0.300380772928,0.832838991757,class1
0.285615007645,0.767480633089,class1
0.332001553172,0.786932017611,class1
0.292611855623,0.844429396882,class1
0.398731649628,0.742452317551,class1
0.353108008906,0.786648139751,class1
0.329003675207,0.815285294705,class1
0.349622234298,0.839973876442,class1
0.325923384269,0.792372140739,class1
0.36098893897,0.795062794217,class1
0.384156463089,0.847547092115,class1
0.435833291368,0.827779924544,class1
0.484055065091,0.761257172146,class1
0.356824221337,0.770852860219,class1
0.404257218485,0.789329393851,class1
0.485462136131,0.862520626072,class1
0.430455466518,0.87475866448,class1
0.464488040291,0.795308746536,class1
0.395858763776,0.804757323117,class1
0.460342562118,0.724099065274,class1
0.488947894517,0.832213851498,class1
0.427090144124,0.819795695456,class1
0.414742777655,0.805375972915,class1
0.493217942473,0.756559723141,class1
0.434876116062,0.756316034981,class1
0.450847802121,0.799319345686,class1
0.497489116975,0.82497998884,class1
0.475182043574,0.853325045024,class1
0.446844078002,0.78059392594,class1
0.572408311195,0.821989131341,class1
0.508451285727,0.737367346687,class1
0.473264073059,0.829894886357,class1
0.461094082978,0.776489606679,class1
0.486664786582,0.760046939413,class1
0.531015111793,0.738443092769,class1
0.574615967177,0.772430411693,class1
0.573221569748,0.774781387925,class1
0.501930371832,0.802016719206,class1
0.570866034358,0.820705214265,class1
0.517534573685,0.80683109635,class1
0.511795379576,0.774767854213,class1
0.442808738656,0.738920258135,class1
0.51829326148,0.796393298398,class1
0.514887876673,0.775349130432,class1
0.51061387405,0.781302445049,class1
0.563375103249,0.787974093462,class1
0.554856976986,0.83202873426,class1
0.561332287739,0.813002000672,class1
0.589774658803,0.777491677887,class1
0.681325503656,0.863322484049,class1
0.481905677234,0.781883396821,class1
0.610591198966,0.790555308505,class1
0.662421002081,0.767261389608,class1
0.604871057968,0.734368554566,class1
0.564391097164,0.808804203574,class1
0.640481817764,0.796495287224,class1
0.61739146936,0.852025698935,class1
0.662987158581,0.842220344255,class1
0.629067303595,0.842495671087,class1
0.649053409576,0.76457225972,class1
0.578889340551,0.801692059953,class1
0.655435100402,0.793273484033,class1
0.665833690418,0.830688066713,class1
0.668381330386,0.80629701413,class1
0.707752794832,0.763580120912,class1
0.671964224599,0.762745992813,class1
0.688503403459,0.725638079318,class1
0.716558921218,0.79747262539,class1
0.711800334781,0.828640138122,class1
0.687044789298,0.797097203215,class1
0.745952916432,0.802699302257,class1
0.693723143372,0.81303475031,class1
0.822870170791,0.838043537309,class1
0.688554801083,0.832206236231,class1
0.726959254241,0.764675514726,class1
0.672333659475,0.833394334091,class1
0.764702897432,0.89398321037,class1
0.713794971266,0.819412261,class1
0.752450119914,0.824206157187,class1
0.825354998631,0.884058908436,class1
0.754810792646,0.803121365333,class1
0.747307223208,0.812012073402,class1
0.762166349482,0.818365963857,class1
0.727125016744,0.798345717079,class1
0.736242496617,0.721770680118,class1
0.782690901017,0.828806754025,class1
0.808790416322,0.762594930364,class1
0.733780427225,0.80485535324,class1
0.818609809536,0.809184491208,class1
0.821866827733,0.852031712318,class1
0.839004101958,0.83839583732,class1
0.799657347365,0.826415720486,class1
0.781177339517,0.855081896153,class1
0.789006505426,0.809307605077,class1
0.752473952292,0.831855568324,class1
0.763854252785,0.848327696252,class1
0.801803759247,0.830497686105,class1
0.818910684467,0.807299662155,class1
0.870985765142,0.862758765945,class1
0.816730763411,0.765743231261,class1
0.829003462504,0.843912480053,class1
0.805470251754,0.858292699471,class1
0.830906710776,0.84944305532,class1
0.817021806717,0.820829604572,class1
0.830038380331,0.757451530136,class1
0.800597363935,0.783117283861,class1
0.798677838881,0.694232879056,class1
0.790942720193,0.853739984828,class1
0.752423780313,0.800157210082,class1
0.783338928073,0.783006137255,class1
0.858321931611,0.840025087076,class1
0.728282697803,0.81347310701,class1
0.745805159316,0.836817132902,class1
0.810582066272,0.855179063411,class1
0.794672062476,0.794299861146,class1
0.787815453467,0.846192867883,class1
0.785999860774,0.796806313519,class1
0.744667656387,0.78820390333,class1
0.675429167473,0.797717692639,class1
0.740229771851,0.818358409331,class1
0.664682562327,0.839667204146,class1
0.693586824385,0.848888641143,class1
0.692347272843,0.808961442318,class1
0.728208924282,0.802724796352,class1
0.672246108124,0.732352764486,class1
0.717573374152,0.873216539189,class1
0.709176319095,0.810885287114,class1
0.698166492316,0.799238120225,class1
0.670086290853,0.83528297174,class1
0.684563691666,0.810236207506,class1
0.714424456259,0.823403065129,class1
0.707738132247,0.811756850234,class1
0.74425214272,0.827861672823,class1
0.654832105669,0.851520113185,class1
0.658226266083,0.83544332932,class1
0.680719567966,0.810055635483,class1
0.61036958932,0.846819288314,class1
0.635414830648,0.795908943884,class1
0.604518396324,0.807059076919,class1
0.619755455444,0.851879015855,class1
0.60309303303,0.804963155196,class1
0.662516237105,0.85628147114,class1
0.606969030272,0.823989990238,class1
0.592682543895,0.8367877907,class1
0.657162558215,0.855446107118,class1
0.609557287429,0.841895923739,class1
0.543477273062,0.85396826563,class1
0.567857612155,0.86444481761,class1
0.586435828075,0.851054963981,class1
0.569277502552,0.784375321569,class1
0.536067844289,0.789467111575,class1
0.449860724978,0.814153411968,class1
0.552885516616,0.785238949741,class1
0.520282542025,0.785800204535,class1
0.509491636558,0.830447082997,class1
